Violation location,unique county,street name,Intersecting Street,Violation Precinct,key
112,QUEENS,66 ROAD,,112,19084
110,QUEENS,S/E 77 ST,45 AVE,110,19085
25,MANHATTAN,E 120 ST,3RD AVE,25,19086
50,BRONX,PEROT ST,,50,19087
81,BROOKLYN,KOSCIUSCKO ST,,81,19088
84,BROOKLYN,FURMAN ST,BBP PIERS,84,19089
73,BROOKLYN,REAR OF 184 BRISTOL,,73,19090
79,BROOKLYN,MACDOUGAL ST,,79,19091
83,BROOKLYN,LAWSON ST,,83,19092
83,BROOKLYN,HYPHY,,83,19093
84,BROOKLYN,ADAMS,,84,19094
84,BROOKLYN,SANDS ST I/O,ADAMS ST,84,19095
100,QUEENS,B. 98 TREET,,100,19096
100,QUEENS,B 87 ST,,100,19097
100,QUEENS,B 68 ST,,100,19098
100,QUEENS,N/C BEACH CHANNE,B 84 STREET,100,19099
100,QUEENS,BEACH CHANNEL DR,B 79 STREET,100,19100
113,QUEENS,BEDELL,,113,19101
113,QUEENS,URSTON ST,,113,19102
105,QUEENS,224 ST,135 AVE,105,19103
105,QUEENS,73 RD,,105,19104
70,BROOKLYN,ST PAUL PL,,70,19105
66,BROOKLYN,AVE P,,66,19106
10,MANHATTAN,WEST 42 ST,,10,19107
10,MANHATTAN,RIVER PL,,10,19108
73,BROOKLYN,BARBEY,DUMONT,73,19109
108,QUEENS,65 PLC,,108,19110
68,BROOKLYN,FT HAMILTON PKWY,97TH,68,19111
5,MANHATTAN,S/O MARKET ST,CHERRY ST,5,19112
49,BRONX,BRONX PARK EAST,REISS PL,49,19113
50,BRONX,VAN CORTLANDT PARK,WEST 252ND ST   BROA,50,19114
114,QUEENS,FLUSHING MEADOW PARK,111  ST LOT,114,19115
110,QUEENS,FMCP LOT G,,110,19116
67,BROOKLYN,AVE D,NEWKIRK AVE,67,19117
62,BROOKLYN,CHURCH AVE,,62,19118
62,BROOKLYN,SNYDER AVE,,62,19119
67,BROOKLYN,E 91 ST,WILLMOHR ST,67,19120
67,BROOKLYN,W/S E 32 ST,AVE D,67,19121
67,BROOKLYN,NEWARK AVE,,67,19122
67,BROOKLYN,I/O E 91 ST,LINDEN BLVD S/E C/O,67,19123
43,BRONX,RANDALL,COMMONWEALTH,43,19124
48,BRONX,OAKTREE PL,WADE SQ,48,19125
43,BRONX,ST LAWRENCE,,43,19126
49,BRONX,WILLIMASBRIDGE RD,,49,19127
49,BRONX,BRONX PARK PL,,49,19128
49,BRONX,OLLNVILLE AVE,,49,19129
75,BROOKLYN,W/VB BULWER PL,HIGHLAND BLVD,75,19130
75,BROOKLYN,S/W ELTON ST,JAMAICA AVE,75,19131
75,BROOKLYN,N/W DUMONT AVE,PENNSYLVANIA AVE,75,19132
8,MANHATTAN,GATES AVE,,8,19133
70,BROOKLYN,SETON,,70,19134
70,BROOKLYN,S/S FOSTER AVE,E/O E 8 ST,70,19135
70,BROOKLYN,W/S E 17 ST,N/O FOSTER AVE,70,19136
70,BROOKLYN,AVE K,E 24 ST,70,19137
70,BROOKLYN,E/S E 27 ST,N/O AVE J,70,19138
70,BROOKLYN,S/S AVE J,E/O E 28 ST,70,19139
70,BROOKLYN,S/S AVE K,E/O E 24 ST,70,19140
70,BROOKLYN,I/O EAST 14 ST,AVE I,70,19141
70,BROOKLYN,E 18 ST,AVE O,70,19142
70,BROOKLYN,E 13 ST,LOCUST AVE,70,19143
63,BROOKLYN,E 56 ST,AVENUE M,63,19144
27,BROOKLYN,LINCOLN PL,,27,19145
83,BROOKLYN,IRIVNG AVE,,83,19146
91,BROOKLYN,MANHATTAN AVE,,91,19147
5,MANHATTAN,MULBERRY,,5,19148
8,MANHATTAN,DIVISION ST,,8,19149
105,QUEENS,S/E/ 147 AVE,231 ST,105,19150
105,QUEENS,S/W/ MERRICK BLVD,,105,19151
105,QUEENS,HEMPSTEAD,,105,19152
102,QUEENS,KEW GARDEN RD,,102,19153
102,QUEENS,N/W 113 ST,95 ST,102,19154
102,QUEENS,96 DR,,102,19155
102,QUEENS,78 ST,ROCKAWAY BLVD,102,19156
103,QUEENS,SUTPHIN BLVD JAM NY,,103,19157
123,STATEN ISLAND,PRINCE S BAY TRAIN,,123,19158
50,BRONX,VAN CORTLANDT AVE WE,VAN CORTLANDT PARK,50,19159
50,BRONX,VAN CORTLANDT PARK,,50,19160
63,BROOKLYN,NOR CHANNEL LOT,CROSSBAY BLVD,63,19161
100,QUEENS,SILVER GULL LOT,BREEZY POINT,100,19162
67,BROOKLYN,E NEW YORK AVE,,67,19163
67,BROOKLYN,E 86 ST,,67,19164
67,BROOKLYN,SCHENECTADY,LINDEN,67,19165
67,BROOKLYN,E 31 STR,,67,19166
68,BROOKLYN,6 AVE,SENATOR ST,68,19167
68,BROOKLYN,99 ST,SHORE RD,68,19168
60,BROOKLYN,S/E CORNER BRIGHTON,I/O OCEANVIEW,60,19169
78,BROOKLYN,PROSPECT WEST,,78,19170
49,BRONX,GARFILED ST,,49,19171
49,BRONX,WILLIAMS BRIDGE,,49,19172
47,BRONX,E 242 ST,WHITE PLAINS RD,47,19173
47,BRONX,E 233,,47,19174
43,BRONX,STRONG AVE,,43,19175
43,BRONX,N/W CORNER OF STORY,PUGSLEY AVE,43,19176
42,BRONX,FULTON AVE,CROTONA PARK SOUTH,42,19177
82,OTHER,CRESTON AVE,,82,19178
63,BROOKLYN,E 72,AVE N,63,19179
63,BROOKLYN,EAST 32 ST,AVE P,63,19180
63,BROOKLYN,EAST 40,HUBBARD PL,63,19181
63,BROOKLYN,E 36,,63,19182
63,BROOKLYN,NW AVE K,E 36 ST,63,19183
63,BROOKLYN,AVE K,E 73RD,63,19184
63,BROOKLYN,ROYCE PL,E 71 ST,63,19185
63,BROOKLYN,E 73 ST,AVE L,63,19186
70,BROOKLYN,FOSTER AVE,E 21 ST,70,19187
122,STATEN ISLAND,NEW DORP LANE,,122,19188
115,QUEENS,ELEVEN GAS STATION,,115,19189
115,QUEENS,TERM B ARRIVAL SOU,,115,19190
115,QUEENS,LGA TERM C MIDDLE RD,,115,19191
115,QUEENS,TERMINAL D,ARRIVAL LGA,115,19192
113,QUEENS,JFKIA TERMINAL ARRIV,,113,19193
113,QUEENS,TERMINAL 2,,113,19194
113,QUEENS,TERMINAL 5 DOOR 5 DE,,113,19195
113,QUEENS,TERM 1 JFKIA,,113,19196
113,QUEENS,GREEN PKNG LOT,,113,19197
113,QUEENS,JFKIA TERM 4 REICIRC,,113,19198
113,QUEENS,TERMINAL 4 DEPARTUR,,113,19199
113,QUEENS,TERM 4 JFKIA,,113,19200
102,QUEENS,79 ST,PARK LN SOUTH,102,19201
75,BROOKLYN,RADARWEG PL,,75,19202
121,STATEN ISLAND,ESSEX DR,,121,19203
121,STATEN ISLAND,MORGAN LN,,121,19204
121,STATEN ISLAND,LONGDALE ST,,121,19205
121,STATEN ISLAND,SERVICE RD W,,121,19206
121,STATEN ISLAND,NEW ST,,121,19207
46,BRONX,ROBERTO CLEMENTE STA,PARK BRIDGE,46,19208
28,MANHATTAN,W 116,LENOX,28,19209
46,BRONX,CROSS BRONX EXP,,46,19210
46,BRONX,DAVIDSON,E BURNSIDE,46,19211
78,BROOKLYN,S/E/ 78 ST,,78,19212
78,BROOKLYN,S/E PARK PL,,78,19213
60,BROOKLYN,S/E 26 AVE,E/O SHORE PARKWAY,60,19214
78,BROOKLYN,DEGREW ST,,78,19215
78,BROOKLYN,S/W 4 ST,6 AVE,78,19216
76,BROOKLYN,N/W SMI ST,,76,19217
76,BROOKLYN,COFFERY ST,,76,19218
44,BRONX,N/S MCCLELLAN ST,E/O GRANT AVE,44,19219
103,QUEENS,AECHER AVE,,103,19220
63,BROOKLYN,E 70 ST,AVE V,63,19221
63,BROOKLYN,2 AVE,,63,19222
63,BROOKLYN,E 54,AVE N,63,19223
71,BROOKLYN,BAYFOUR PL,,71,19224
71,BROOKLYN,N/E SCHENECTADY,CROWN ST,71,19225
71,BROOKLYN,E NY AV,,71,19226
71,BROOKLYN,EASTERN PKWY,CLASSON,71,19227
18,MANHATTAN,N/S W 44 ST,W/O 8 AVE,18,19228
103,QUEENS,153 ST,JAM,103,19229
103,QUEENS,108 AVE,163 ST,103,19230
103,QUEENS,SOU RD,E/O GAY BREWER BLVD,103,19231
103,QUEENS,149 ST,,103,19232
103,QUEENS,SUTPHIN BLVD,SOUTHLAND,103,19233
122,STATEN ISLAND,RETNER ST,,122,19234
122,STATEN ISLAND,CLARENCE PL,,122,19235
123,STATEN ISLAND,S/O 129 AUGUST AVE,,123,19236
20,MANHATTAN,W 62 ST,CPW,20,19237
81,BROOKLYN,SUMMER,,81,19238
71,BROOKLYN,SCHERMERHORN,,71,19239
77,BROOKLYN,NEW YORK AVE,STERLING PL,77,19240
34,MANHATTAN,W 183RD ST,,34,19241
16,MANHATTAN,BEARD ST,,16,19242
67,BROOKLYN,S/W HEGEMAN AVE,E 98 ST,67,19243
67,BROOKLYN,E 31 STN,,67,19244
88,BROOKLYN,CLINTON,,88,19245
108,QUEENS,VERNON BLVD,44 DR,108,19246
108,QUEENS,44 AVE,9 ST,108,19247
108,QUEENS,N/S BORDEN AVE,,108,19248
108,QUEENS,23 ST,51 AVE,108,19249
108,QUEENS,HUNTERHT AVE,,108,19250
108,QUEENS,46 ST,47 AVE,108,19251
108,QUEENS,48 AVE,59TH ST,108,19252
115,QUEENS,121 ST,,115,19253
91,BROOKLYN,SULLIVAN PLACE,,91,19254
70,BROOKLYN,REGENT PL,OCEAN AVE,70,19255
70,BROOKLYN,ALBEMARLE,E 19,70,19256
61,BROOKLYN,AVE J,,61,19257
67,BROOKLYN,BROOKLYN,FOSTER AVE,67,19258
67,BROOKLYN,E 93RD ST,,67,19259
67,BROOKLYN,EAST 54 ST,,67,19260
6,MANHATTAN,OMPSON ST,,6,19261
83,BROOKLYN,NOEL ST,,83,19262
101,QUEENS,GREENWOOD CT,,101,19263
123,STATEN ISLAND,CROWN AVE,ARDEN AVE,123,19264
123,STATEN ISLAND,ANDROVETTE AVE,R/O 78 PRALL AVE,123,19265
123,STATEN ISLAND,COVINGTON CIRCLE,,123,19266
122,STATEN ISLAND,NUGENT AVE,,122,19267
122,STATEN ISLAND,DONGAN HILL AVE,,122,19268
123,STATEN ISLAND,BRIGHTON ST,,123,19269
123,STATEN ISLAND,TOKEN ST,,123,19270
123,STATEN ISLAND,FLORENCE PLACE,,123,19271
123,STATEN ISLAND,JOHNSON AVE,,123,19272
123,STATEN ISLAND,N/S DEISIUS ST,E/O ANDROVETTE  AVE,123,19273
73,BROOKLYN,EASTER PARKWAY,,73,19274
108,QUEENS,,B 147 ST,108,19275
108,QUEENS,S/S QUEENS BLVD,S/R 61 ST,108,19276
102,QUEENS,E/S 134 ST,S/O 5TH AV,102,19277
115,QUEENS,105,,115,19278
111,QUEENS,CLOVERDALE,HOXIE DRIVE,111,19279
111,QUEENS,HOXIE DRIV E,CLOVERDALE BLVD,111,19280
62,BROOKLYN,S/W 82 ST,15 AVE,62,19281
63,BROOKLYN,E 52 ST,AVE U,63,19282
63,BROOKLYN,N/E AVE O,I/O E 52 ST,63,19283
63,BROOKLYN,S/E AVE D,I/O E 52 ST,63,19284
102,QUEENS,S/E ROCKAWAY BLV,E 84 ST,102,19285
102,QUEENS,N/E 124 ST,97 AVE,102,19286
102,QUEENS,N/W 99 AVE,98 ST,102,19287
102,QUEENS,JAM AVE,,102,19288
101,QUEENS,I/F/O 1460 BCD,,101,19289
100,QUEENS,SHOREFRONT PRKWY,,100,19290
107,QUEENS,81 AVE,170 ST,107,19291
107,QUEENS,178 ST,,107,19292
107,QUEENS,54 CIRCLE,,107,19293
107,QUEENS,S/O 73-60,187 STREET,107,19294
62,BROOKLYN,REAR OF 1752 SHORE P,,62,19295
62,BROOKLYN,8 ST,,62,19296
63,BROOKLYN,FLATLAND AVE,E 38 ST,63,19297
63,BROOKLYN,E 37 ST,AVENUE M,63,19298
67,BROOKLYN,AVE K,,67,19299
45,BRONX,E 195 ST,,45,19300
107,QUEENS,S/S HANOVER AVE,W/O DANIEL ST,107,19301
84,BROOKLYN,NEVINS,,84,19302
111,QUEENS,CLOVEDALE BLVD,,111,19303
111,QUEENS,232 ST,,111,19304
112,QUEENS,72 AVE,,112,19305
104,QUEENS,58 ROAD,,104,19306
115,QUEENS,90,,115,19307
114,QUEENS,21 ST,34 AVE,114,19308
104,QUEENS,HERMEN ST,,104,19309
63,BROOKLYN,FILMORE AVE,,63,19310
63,BROOKLYN,AVE L,E 53 ST,63,19311
63,BROOKLYN,AVE M,E 51,63,19312
63,BROOKLYN,MARINE PARKWAY,,63,19313
90,BROOKLYN,51 ST,,90,19314
90,BROOKLYN,HEYWARD ST,,90,19315
90,BROOKLYN,WILLIAMSBURG ST,,90,19316
122,STATEN ISLAND,MILLS RD,,122,19317
121,STATEN ISLAND,REAR OF 249 HOOKER P,,121,19318
75,BROOKLYN,STERLING PL,,75,19319
46,BRONX,E 181 ST,ANTHONY AVE,46,19320
47,BRONX,E 241 ST,WHITE PLAINS,47,19321
45,BRONX,WESTCHESTER,,45,19322
46,BRONX,E 181 ST,MORRIS AVE,46,19323
46,BRONX,EAST 183,,46,19324
42,BRONX,S/W HOME ST,JACKSON AVE,42,19325
49,BRONX,HOME AVE,,49,19326
76,BROOKLYN,8 AVE,,76,19327
7,MANHATTAN,E BWAY,,7,19328
7,MANHATTAN,E/ BROADWAY,,7,19329
18,MANHATTAN,12 AVE,W 55TH ST,18,19330
1,MANHATTAN,E/S WILLIAMS ST,N/S WALL ST,1,19331
1,MANHATTAN,W/S PEARL ST,MAIDEN LN,1,19332
5,MANHATTAN,BEDFORD ST,,5,19333
61,BROOKLYN,E 16 STRTEET,,61,19334
32,MANHATTAN,N 7 AVE,,32,19335
32,MANHATTAN,W 134,,32,19336
102,QUEENS,132 ST,UNION   82ND AVE,102,19337
101,QUEENS,ALRMEDA AVE,,101,19338
101,QUEENS,POINT BREEZE PL,,101,19339
107,QUEENS,E 64 AVE,,107,19340
108,QUEENS,WEST OF 5 ST,I/O 50TH AVE,108,19341
17,MANHATTAN,E 40 ST,,17,19342
5,MANHATTAN,BENSON PLACE,,5,19343
52,BRONX,KOSSOU AVE,,52,19344
107,QUEENS,82ND,,107,19345
102,QUEENS,HOOVER AVE,E QN BLVD,102,19346
13,OTHER,W/S 1ST AVE,N/O E 29 ST,13,19347
100,QUEENS,N OF 92-50 HOLLAND A,,100,19348
45,BRONX,ERDMAN PLACE,,45,19349
25,MANHATTAN,E 130,LEXINGTON AVE,25,19350
43,BRONX,S/W WATSON AVE,BEACH AVE,43,19351
13,OTHER,AVE L,,13,19352
50,BRONX,PALISADE AVE,,50,19353
14,MANHATTAN,N/E 44 ST,7 AVE,14,19354
120,STATEN ISLAND,BOWEN ST,SOBET CT,120,19355
120,STATEN ISLAND,TARGEE STR,,120,19356
123,STATEN ISLAND,KINGHORN ST,,123,19357
122,STATEN ISLAND,8 ST,,122,19358
120,STATEN ISLAND,MERLE PL,,120,19359
120,STATEN ISLAND,ACADEMY PL,,120,19360
32,MANHATTAN,W 142,,32,19361
75,BROOKLYN,N/E JEROME ST,I/O COZINE AVE,75,19362
72,BROOKLYN,AUTUMN ST,,72,19363
73,BROOKLYN,VAN SINDEREN AVE,FULTON ST,73,19364
75,BROOKLYN,RIDGEWOOD,,75,19365
18,MANHATTAN,BROADWAY,3 COLUMBUS CIRCLE,18,19366
18,MANHATTAN,W 45 ST,,18,19367
18,MANHATTAN,CENTRAL PARK S,,18,19368
103,QUEENS,S/W SANDERS,ARCHER,103,19369
40,BRONX,E 179,,40,19370
43,BRONX,EAST TREMONT AV,,43,19371
43,BRONX,E/S UNIONPORT RD,S/O LAUREL DR,43,19372
43,BRONX,VIRGINIA AVE,E/S LERNER,43,19373
103,QUEENS,W/S 168 PL,S/O JAMAICA AVE,103,19374
120,STATEN ISLAND,BARRETT AVE,,120,19375
69,BROOKLYN,N/E CORNER BEDELL LN,E 87 ST,69,19376
66,BROOKLYN,CROPSEY AVE,,66,19377
67,BROOKLYN,RUTLAND,,67,19378
78,BROOKLYN,B AVE,,78,19379
81,BROOKLYN,MACDOUGAL ST,,81,19380
81,BROOKLYN,MARCUS GARVEY,JEFFERSON,81,19381
81,BROOKLYN,BROADWAY,GREENE AVE,81,19382
81,BROOKLYN,F/O 57 HULL ST,,81,19383
29,OTHER,MARCY AVE,,29,19384
37,BROOKLYN,SCHENECTADY AVE,,37,19385
122,STATEN ISLAND,GARIBALDI AVE,,122,19386
122,STATEN ISLAND,S/O 202 BEDFORD AVE,,122,19387
114,QUEENS,S/S ASTORIA BLVD,W/O 44 ST,114,19388
115,QUEENS,23RD AVE,,115,19389
17,MANHATTAN,EAST 54 ST,,17,19390
19,MANHATTAN,60 ST AND YORK AVE,TWENTY FOUR,19,19391
25,MANHATTAN,RANDALLS BRONX SHORE,,25,19392
25,MANHATTAN,RANDALLIS ISLAND,EAST RIVER LANE,25,19393
25,MANHATTAN,RANDALLIS ISLAND,EAST RIVER LANE FIEL,25,19394
14,MANHATTAN,E 31,,14,19395
18,MANHATTAN,BWAY,,18,19396
10,MANHATTAN,W 22 ST,,10,19397
14,MANHATTAN,EAST 33 ST,,14,19398
34,MANHATTAN,DYCKMAN FIELD PIER,,34,19399
34,MANHATTAN,DYCKMAN FIELD,INWOOD HILL PARK,34,19400
34,MANHATTAN,JACOB K JABITS,,34,19401
122,STATEN ISLAND,SOU BEACH LOT 1,OCEAN AVE   DRURY AV,122,19402
123,STATEN ISLAND,WOLFES POND PARK,CORNELIA AVE   CHEST,123,19403
122,STATEN ISLAND,SOU BEACH,DRURY AVE   OCEAN AV,122,19404
50,BRONX,VAN CORTLANDT PK GOL,,50,19405
50,BRONX,VAN CORTLANDT GOLF L,,50,19406
50,BRONX,VAN CORTLANDT PK,RIVERDALE STABLES PK,50,19407
50,BRONX,VAN CORTLANDT PARKIN,VAN CORTLANDT PARK,50,19408
50,BRONX,VAN CORTLANDT PARK,6155 BROADWAY,50,19409
47,BRONX,RICHARDSON,,47,19410
52,BRONX,E MOSHOLU PKWY,VAN CORTLAND,52,19411
84,BROOKLYN,HOYN ST,,84,19412
89,OTHER,BOND ST,,89,19413
86,OTHER,BOND ST,,86,19414
78,BROOKLYN,N/S 1ST,E/O DENTON PL,78,19415
45,BRONX,COOP CITY FIELD,,45,19416
112,QUEENS,GERARD PLACE,,112,19417
75,BROOKLYN,N/S OF ARLINGTON AVE,,75,19418
113,QUEENS,TERMINAL 1 BUS SEAT,,113,19419
46,BRONX,ANDREWS,,46,19420
41,BRONX,BURNET PLC,,41,19421
41,BRONX,E 156,,41,19422
41,BRONX,PROSPECT,,41,19423
74,BRONX,WHITE PLAINS RD,,74,19424
47,BRONX,E/S BRONX BLVD,S/O E 216TH ST,47,19425
42,BRONX,CLINTON,,42,19426
5,MANHATTAN,W/S MECHANICS ALLEY,W/O  MONROE ST,5,19427
120,STATEN ISLAND,HOWARD AVE,,120,19428
120,STATEN ISLAND,VAN DUZER,,120,19429
120,STATEN ISLAND,VANDERBILT AVE,,120,19430
20,MANHATTAN,DELAFIELD AVE,,20,19431
120,STATEN ISLAND,ST MARKS,,120,19432
120,STATEN ISLAND,MERLE PLACE,,120,19433
120,STATEN ISLAND,MUNDY AVE,FOREST AVE,120,19434
120,STATEN ISLAND,HILLSIDE AVE,,120,19435
113,QUEENS,128 AVE,,113,19436
47,BRONX,SCHERMERHORN,,47,19437
43,BRONX,BRUCKNER BOULEVARD,,43,19438
43,BRONX,R/O 800 SOUNDVIEW,,43,19439
5,MANHATTAN,CHRYSTIE,,5,19440
5,MANHATTAN,KOPARPD ST,,5,19441
47,BRONX,E GUN HILL RD,WHITE PLAINS RD,47,19442
45,BRONX,BRONX PARK E,ALLERTON AVE,45,19443
46,BRONX,VAN NECK,,46,19444
72,BROOKLYN,11 AVE,,72,19445
76,BROOKLYN,S/S NEVINS ST,W/O BALTICS ST,76,19446
34,MANHATTAN,WEST 184 ST,,34,19447
30,MANHATTAN,N/E/ W 139 ST,RIVERSIDE DRIVE,30,19448
48,BRONX,CAMBRELENG,,48,19449
48,BRONX,E 181,THIRD AVE,48,19450
48,BRONX,179 ST,MARMIAN AVE,48,19451
52,BRONX,MINERVA PLACE,,52,19452
52,BRONX,E 197,,52,19453
50,BRONX,MANHATTAN COL PKW,,50,19454
50,BRONX,HENRY HUDSON PKY,,50,19455
50,BRONX,232,TIBBETT AVE,50,19456
50,BRONX,PUTNAM AVE,VANCOURT PK S,50,19457
50,BRONX,BROADWAY,VAN CORT PK,50,19458
50,BRONX,MARBLE HILL I/O,W 228TH ST,50,19459
72,BROOKLYN,25RD ST,,72,19460
26,MANHATTAN,N/W 119 ST,MORN AVE,26,19461
26,MANHATTAN,S/W MORNINGSIDE AVE,W 119 ST,26,19462
26,MANHATTAN,N/W 122 ST,MORN AVE,26,19463
26,MANHATTAN,S/W MORNINGSIDE AVE,W 1198 ST,26,19464
66,BROOKLYN,N/E CORNER E 8 S T,AVE M,66,19465
66,BROOKLYN,S/E E 2 ST,RYDER AVE,66,19466
66,BROOKLYN,N/E 12 AVE,49TH ST,66,19467
66,BROOKLYN,S/W/ 13 AV,46 ST,66,19468
66,BROOKLYN,I/S 1080 MCDONALD AV,,66,19469
66,BROOKLYN,S/B 16 AVE,48 ST,66,19470
66,BROOKLYN,49 ST,15TH AVE,66,19471
66,BROOKLYN,N/E 14 AVE,52ND ST,66,19472
69,BROOKLYN,FLATLANDS AVE,E 99 ST,69,19473
69,BROOKLYN,E/S OF NOR CONKLIN,,69,19474
69,BROOKLYN,N/S OF EAST OF E 101,AVE N,69,19475
70,BROOKLYN,CONEY ISLAND AVE,AVE N,70,19476
70,BROOKLYN,E 17 ST,AVE L,70,19477
70,BROOKLYN,E 18 ST,BEVERLY RD,70,19478
9,MANHATTAN,EAST 4,,9,19479
102,QUEENS,80 RD,,102,19480
84,BROOKLYN,REMSEM ST,,84,19481
94,BROOKLYN,F/O WYE AVE,N 11 ST,94,19482
72,BROOKLYN,W/S 2ND AVE,C/O 37 ST,72,19483
84,BROOKLYN,E/S JAY ST,N/O CHAPEL ST,84,19484
90,BROOKLYN,W/S WYE AVE,S/O 56 ST,90,19485
94,BROOKLYN,W/S RIVER ST,S/O METROPOLITAN AVE,94,19486
23,MANHATTAN,E 118 ST,,23,19487
52,BRONX,S/W/C MORRIS AVE,,52,19488
52,BRONX,HEA AVE,KINGSBRIDGE TERRACE,52,19489
43,BRONX,N/W RANDALL AVE,CASTLEHILL,43,19490
43,BRONX,ST LAWRANCE AVE,,43,19491
40,BRONX,149 ST,,40,19492
40,BRONX,E 156,BROOK AVE,40,19493
26,MANHATTAN,S/B MORNINGSIDE AVE,,26,19494
66,BROOKLYN,42ND ST,,66,19495
71,BROOKLYN,N/E CROWN,DEARBORN ST,71,19496
71,BROOKLYN,N/E UNION ST,CLASSON AVE,71,19497
61,BROOKLYN,KING HWY,,61,19498
61,BROOKLYN,,N/O  AVE Y,61,19499
61,BROOKLYN,AVE Z,BROOK ST,61,19500
70,BROOKLYN,O/O AVE M,OCEAN AVE,70,19501
70,BROOKLYN,1598 FLATBUSH AVE,,70,19502
7,MANHATTAN,COLUMBIA ST,,7,19503
90,BROOKLYN,R/OF 302 BROADWAY,,90,19504
90,BROOKLYN,MEADOW ST,BOGART ST,90,19505
94,BROOKLYN,LEONARD,,94,19506
94,BROOKLYN,SW CORNER OF DRIGGS,MANHATTAN AVE,94,19507
94,BROOKLYN,DRIGGS,MANHATTAN AVE,94,19508
90,BROOKLYN,BOGART ST,MEADOW ST,90,19509
76,BROOKLYN,S/S OF BUTLER,W/O BALTIC,76,19510
1,MANHATTAN,S/S FRANKLIN ST,E/O BROADWAY,1,19511
1,MANHATTAN,E/S LAFAYETTE ST,S/O WORTH ST,1,19512
67,BROOKLYN,E/S ROCKAWAY AVE,S/S DITMAS AVE,67,19513
76,BROOKLYN,N/S HICKS ST,W/O CONGRESS ST,76,19514
62,BROOKLYN,E/S 64 ST,N/O 23 RD AVE,62,19515
1,MANHATTAN,W/S ELK ST,S/O READE ST,1,19516
24,MANHATTAN,W 108 ST,,24,19517
20,MANHATTAN,BEDFORD AVGE,TILDEN AVE,20,19518
26,MANHATTAN,MNGSDE AVE,W 127 ST,26,19519
26,MANHATTAN,W 122 ST,AMST AVE,26,19520
26,MANHATTAN,RVRSDE DR,W 116 ST,26,19521
34,MANHATTAN,FAIRVIEW AVE,,34,19522
61,BROOKLYN,E 2ST ST,,61,19523
61,BROOKLYN,GRAVESEND NECK,WEST ST,61,19524
61,BROOKLYN,AVE V,OCEAN AVE,61,19525
77,BROOKLYN,60 ST,,77,19526
70,BROOKLYN,LAWRENCE,OCEAN PKWY,70,19527
70,BROOKLYN,OCEAN PKWY,PARKVILLE,70,19528
70,BROOKLYN,REGENT PL,E 21 ST,70,19529
69,BROOKLYN,XIVE N,,69,19530
69,BROOKLYN,POST PL,CANARSIE RD,69,19531
13,OTHER,BROADWAY,,13,19532
23,MANHATTAN,WEIRFIELD ST,,23,19533
75,BROOKLYN,SNEDIKER AVE,RIVERDALE AVE,75,19534
75,BROOKLYN,LOCKE ST,,75,19535
114,QUEENS,23RD,,114,19536
110,QUEENS,ST JAMES AVE,,110,19537
110,QUEENS,LAYTON ST,PETTIT AVE,110,19538
70,BROOKLYN,AVE L,BEDFORD AVE,70,19539
70,BROOKLYN,I/O 1598 FLATBUSH AV,,70,19540
20,MANHATTAN,E 16 ST,FOSTER AVE,20,19541
26,MANHATTAN,I/O OCEAN ST,E 23 ST,26,19542
70,BROOKLYN,E 24 ST,AVE M,70,19543
67,BROOKLYN,E 93,,67,19544
14,MANHATTAN,N/S W 36 ST,E OF 7 AVE,14,19545
13,OTHER,W 22 ST,,13,19546
13,OTHER,EAST 28,,13,19547
13,OTHER,WEST 19 ST,,13,19548
69,BROOKLYN,S/E POST PL,C/O CANARSIE RD,69,19549
69,BROOKLYN,N/E CANARISE RD,,69,19550
69,BROOKLYN,E/S E 80 ST,S/S PAERDEGAT 2 ST,69,19551
69,BROOKLYN,E/S E 91 ST,S/O FLATLAND AV,69,19552
69,BROOKLYN,E 80 ST,PAERDAGAT 10 ST,69,19553
69,BROOKLYN,E/S E 81 ST,N/O AVE K,69,19554
69,BROOKLYN,E 106 ST,S/O FARRAGUT RD,69,19555
70,BROOKLYN,E 26 ST,AVE K,70,19556
70,BROOKLYN,FOSTER AVE,E 8 ST,70,19557
16,MANHATTAN,E 41 ST,,16,19558
109,QUEENS,FLUSHING LOT 4,,109,19559
115,QUEENS,E/S 85 ST,S/O 37TH AVE,115,19560
88,BROOKLYN,FLATBUSH AVE,,88,19561
71,BROOKLYN,PRESIDENT ST,BEDFORD AVE,71,19562
71,BROOKLYN,POWERS AVE,,71,19563
71,BROOKLYN,SCHENETADY AVE,RUTLAND RD,71,19564
105,QUEENS,219 ST,MERRICK BLVD,105,19565
105,QUEENS,VANDERVER ST,,105,19566
105,QUEENS,89 AVE,207 ST,105,19567
105,QUEENS,219 ST,LINDEN BLVD,105,19568
105,QUEENS,R/O 257-07 UNION TPK,,105,19569
105,QUEENS,S/W 77 AVE,269 ST,105,19570
19,MANHATTAN,77,,19,19571
108,QUEENS,S/S SKILLMAN AVE,E/O 28 ST,108,19572
110,QUEENS,REAR OF 57-55 46 ST,,110,19573
109,QUEENS,14 AVE,COLLEGE PT,109,19574
109,QUEENS,138 ST,PECK AVE,109,19575
109,QUEENS,S/E 160 ST,16 AVE,109,19576
104,QUEENS,56 RD,,104,19577
104,QUEENS,N/E ELLOT AVE,60 LN,104,19578
109,QUEENS,OUDEDUT,,109,19579
67,BROOKLYN,ALBERMARLE RD,,67,19580
67,BROOKLYN,SW VICTOR RD,E 34 ST,67,19581
